Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
80.07	28.36	-9.82	87.06	0.55	7.38	0.00	-49.01	87.03	-40.10	131.01	47.83	6.74	0.00	-30.44	-46.08	-41.04	45.53	-64.74	6.07	0.00	38.96	24.03	-52.96	106.15	21.83	9.24	0.00	56.81	26.83	-57.98	115.83	3.79	8.66	0.00	71.58	27.51	-70.57	72.06	25.88	0.86	0.00	79.95	27.59	-84.21	-89.12	-3.95	1.96	0.00	83.89	28.22	-94.45	80.23	0.62	0.96	0.00	97.13	28.93	-57.44	106.60	9.05	7.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.06	28.36	-9.82	87.06	0.55	7.60	0.00	-49.00	87.03	-40.09	131.01	47.82	7.60	0.00	-30.44	-46.08	-41.05	45.51	-64.74	5.51	0.00	38.94	24.06	-53.03	106.69	21.93	7.91	0.00	56.82	26.85	-57.88	115.89	3.75	8.98	0.00	71.56	27.52	-70.58	71.66	26.07	0.55	0.00	79.94	27.63	-84.17	-89.12	-3.96	2.61	0.00	83.85	28.17	-94.46	80.05	0.82	0.81	0.00	97.13	28.93	-57.39	106.70	8.99	6.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.05	28.35	-9.82	87.06	0.54	9.26	0.00	-49.00	87.03	-40.09	131.01	47.82	8.14	0.00	-30.44	-46.08	-41.05	45.47	-64.74	6.84	0.00	38.96	24.07	-53.08	107.30	22.03	8.47	0.00	56.81	26.87	-57.78	115.90	3.71	8.46	0.00	71.52	27.52	-70.60	71.19	26.22	0.61	0.00	79.90	27.68	-84.16	-89.10	-3.99	2.28	0.00	83.75	28.10	-94.50	79.83	1.08	1.28	0.00	97.19	28.90	-57.43	106.77	8.97	6.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.04	28.35	-9.82	87.05	0.55	7.24	0.00	-49.00	87.03	-40.08	131.01	47.81	6.72	0.00	-30.44	-46.08	-41.05	45.44	-64.74	5.95	0.00	38.97	24.05	-53.10	107.97	22.15	7.82	0.00	56.77	26.92	-57.67	115.86	3.70	9.45	0.00	71.49	27.52	-70.59	70.69	26.29	0.10	0.00	79.91	27.71	-84.11	-89.05	-3.97	2.32	0.00	83.64	28.06	-94.54	79.59	1.32	0.10	0.00	97.30	28.88	-57.51	106.81	8.99	8.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.03	28.35	-9.83	87.05	0.55	6.76	0.00	-49.00	87.04	-40.08	131.01	47.80	7.05	0.00	-30.44	-46.08	-41.05	45.41	-64.73	5.87	0.00	38.96	24.07	-53.11	108.65	22.33	7.84	0.00	56.73	26.99	-57.55	115.79	3.72	8.64	0.00	71.50	27.51	-70.51	70.17	26.29	0.73	0.00	80.00	27.70	-84.02	-88.98	-3.90	1.50	0.00	83.63	28.01	-94.55	79.37	1.49	0.46	0.00	97.37	28.85	-57.55	106.81	9.01	7.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.02	28.35	-9.83	87.05	0.55	7.12	0.00	-48.99	87.04	-40.07	131.01	47.80	7.52	0.00	-30.44	-46.08	-41.05	45.37	-64.73	6.10	0.00	38.94	24.13	-53.16	109.35	22.53	7.55	0.00	56.74	27.05	-57.42	115.71	3.73	7.85	0.00	71.55	27.48	-70.37	69.61	26.25	0.47	0.00	80.13	27.71	-83.93	-88.92	-3.83	2.14	0.00	83.68	27.93	-94.51	79.17	1.61	1.54	0.00	97.37	28.82	-57.48	106.79	9.03	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.01	28.34	-9.84	87.04	0.56	7.12	0.00	-48.99	87.05	-40.07	131.01	47.79	7.97	0.00	-30.43	-46.08	-41.05	45.33	-64.72	6.15	0.00	38.95	24.20	-53.23	110.03	22.69	7.00	0.00	56.79	27.08	-57.29	115.62	3.75	8.07	0.00	71.57	27.44	-70.25	69.04	26.23	0.20	0.00	80.20	27.76	-83.89	-88.88	-3.83	1.25	0.00	83.73	27.86	-94.45	79.00	1.75	1.41	0.00	97.35	28.78	-57.37	106.75	9.04	7.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.00	28.34	-9.85	87.04	0.56	7.41	0.00	-48.99	87.06	-40.06	131.02	47.79	7.12	0.00	-30.43	-46.08	-41.05	45.30	-64.72	5.94	0.00	39.01	24.23	-53.29	110.72	22.81	7.67	0.00	56.83	27.11	-57.14	115.53	3.80	8.11	0.00	71.52	27.41	-70.19	68.51	26.26	0.30	0.00	80.19	27.81	-83.87	-88.86	-3.90	2.34	0.00	83.70	27.83	-94.44	78.86	1.94	0.33	0.00	97.36	28.76	-57.32	106.71	9.09	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.99	28.34	-9.86	87.03	0.57	6.78	0.00	-48.99	87.06	-40.06	131.02	47.79	6.99	0.00	-30.43	-46.08	-41.05	45.26	-64.71	6.89	0.00	39.07	24.25	-53.34	111.44	22.95	7.17	0.00	56.83	27.16	-56.95	115.47	3.93	8.58	0.00	71.45	27.39	-70.16	68.01	26.33	0.69	0.00	80.17	27.80	-83.78	-88.87	-3.97	2.97	0.00	83.65	27.85	-94.45	78.76	2.12	0.97	0.00	97.41	28.75	-57.37	106.66	9.17	7.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.98	28.34	-9.87	87.02	0.58	7.26	0.00	-48.98	87.07	-40.05	131.03	47.78	6.85	0.00	-30.43	-46.08	-41.05	45.22	-64.70	5.97	0.00	39.09	24.29	-53.40	112.25	23.16	7.03	0.00	56.83	27.20	-56.76	115.42	4.07	8.33	0.00	71.46	27.38	-70.11	67.47	26.46	0.42	0.00	80.21	27.72	-83.60	-88.90	-3.98	1.81	0.00	83.66	27.85	-94.43	78.69	2.26	0.41	0.00	97.44	28.74	-57.42	106.61	9.28	7.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.97	28.33	-9.87	87.02	0.59	8.07	0.00	-48.98	87.08	-40.04	131.03	47.78	5.73	0.00	-30.43	-46.09	-41.05	45.18	-64.69	6.36	0.00	39.09	24.36	-53.47	113.14	23.44	7.03	0.00	56.91	27.24	-56.59	115.36	4.18	8.39	0.00	71.57	27.38	-70.01	66.79	26.69	0.20	0.00	80.30	27.64	-83.41	-88.92	-3.96	2.42	0.00	83.79	27.80	-94.33	78.63	2.38	1.78	0.00	97.44	28.71	-57.39	106.55	9.42	7.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.97	28.33	-9.88	87.01	0.60	7.53	0.00	-48.98	87.09	-40.04	131.04	47.78	6.80	0.00	-30.43	-46.09	-41.05	45.15	-64.68	6.17	0.00	39.14	24.42	-53.55	114.08	23.72	7.13	0.00	57.03	27.27	-56.46	115.24	4.26	7.59	0.00	71.75	27.37	-69.88	65.97	27.06	0.78	0.00	80.40	27.64	-83.30	-88.94	-3.95	1.36	0.00	83.95	27.74	-94.21	78.54	2.55	1.24	0.00	97.42	28.65	-57.30	106.47	9.58	7.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.96	28.33	-9.89	87.00	0.61	6.81	0.00	-48.99	87.10	-40.03	131.05	47.77	7.51	0.00	-30.43	-46.09	-41.06	45.11	-64.67	5.82	0.00	39.28	24.41	-53.62	115.03	23.96	6.25	0.00	57.13	27.29	-56.33	115.07	4.39	7.96	0.00	71.92	27.34	-69.76	65.10	27.52	0.15	0.00	80.48	27.70	-83.29	-88.93	-3.99	2.06	0.00	84.01	27.70	-94.14	78.40	2.78	0.90	0.00	97.45	28.60	-57.28	106.37	9.76	7.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.32	-9.90	87.00	0.61	7.41	0.00	-48.99	87.11	-40.03	131.05	47.77	6.98	0.00	-30.43	-46.10	-41.06	45.08	-64.67	6.52	0.00	39.46	24.35	-53.69	115.96	24.19	5.12	0.00	57.17	27.34	-56.18	114.89	4.61	7.66	0.00	72.05	27.30	-69.68	64.29	27.98	1.06	0.00	80.54	27.78	-83.32	-88.92	-4.03	2.05	0.00	83.94	27.67	-94.15	78.23	3.01	0.60	0.00	97.50	28.60	-57.35	106.24	9.95	7.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.32	-9.90	86.99	0.62	7.99	0.00	-48.99	87.12	-40.02	131.06	47.76	7.21	0.00	-30.43	-46.10	-41.06	45.04	-64.66	6.08	0.00	39.58	24.31	-53.77	116.89	24.44	5.31	0.00	57.19	27.39	-56.01	114.73	4.89	7.64	0.00	72.13	27.26	-69.63	63.58	28.36	0.87	0.00	80.56	27.80	-83.32	-88.91	-4.05	1.71	0.00	83.81	27.59	-94.19	78.05	3.18	1.27	0.00	97.52	28.60	-57.41	106.10	10.13	7.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.32	-9.91	86.99	0.62	7.38	0.00	-49.00	87.13	-40.02	131.06	47.76	7.19	0.00	-30.43	-46.10	-41.06	45.01	-64.66	6.70	0.00	39.63	24.32	-53.86	117.83	24.71	5.47	0.00	57.24	27.43	-55.84	114.57	5.17	7.43	0.00	72.20	27.20	-69.60	62.95	28.65	0.66	0.00	80.54	27.79	-83.30	-88.92	-4.05	2.10	0.00	83.75	27.44	-94.19	77.87	3.29	1.99	0.00	97.51	28.59	-57.39	105.97	10.29	7.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.31	-9.91	86.98	0.62	7.60	0.00	-49.00	87.14	-40.01	131.07	47.75	6.89	0.00	-30.43	-46.10	-41.06	44.98	-64.66	6.40	0.00	39.67	24.34	-53.97	118.77	24.98	5.30	0.00	57.32	27.44	-55.67	114.39	5.43	7.67	0.00	72.31	27.14	-69.57	62.35	28.89	0.26	0.00	80.50	27.77	-83.28	-88.93	-4.04	1.81	0.00	83.78	27.33	-94.19	77.73	3.40	1.01	0.00	97.50	28.54	-57.31	105.87	10.40	7.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.31	-9.91	86.98	0.62	6.94	0.00	-49.01	87.15	-40.01	131.07	47.75	6.57	0.00	-30.43	-46.11	-41.06	44.96	-64.65	6.21	0.00	39.77	24.33	-54.05	119.71	25.23	4.23	0.00	57.41	27.44	-55.52	114.23	5.68	7.42	0.00	72.47	27.11	-69.52	61.75	29.07	0.57	0.00	80.51	27.77	-83.28	-88.93	-4.03	1.51	0.00	83.82	27.29	-94.22	77.63	3.51	0.93	0.00	97.54	28.49	-57.29	105.79	10.48	7.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.30	-9.91	86.98	0.61	7.13	0.00	-49.01	87.15	-40.00	131.07	47.74	8.01	0.00	-30.43	-46.11	-41.07	44.93	-64.65	6.98	0.00	39.93	24.28	-54.13	120.61	25.45	3.42	0.00	57.50	27.45	-55.43	114.11	5.91	7.15	0.00	72.63	27.10	-69.48	61.19	29.20	0.38	0.00	80.58	27.75	-83.27	-88.89	-4.01	1.69	0.00	83.79	27.31	-94.30	77.57	3.60	1.35	0.00	97.59	28.45	-57.36	105.70	10.58	7.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.96	28.30	-9.90	86.97	0.60	8.46	0.00	-49.02	87.16	-40.00	131.08	47.73	6.21	0.00	-30.43	-46.11	-41.07	44.91	-64.66	6.00	0.00	40.06	24.22	-54.19	121.45	25.65	4.86	0.00	57.63	27.48	-55.38	114.06	6.08	6.09	0.00	72.69	27.09	-69.45	60.69	29.27	0.07	0.00	80.64	27.73	-83.26	-88.86	-3.99	1.21	0.00	83.72	27.30	-94.37	77.52	3.63	0.61	0.00	97.58	28.42	-57.44	105.58	10.72	7.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.96	28.30	-9.90	86.97	0.59	8.32	0.00	-49.02	87.16	-40.00	131.08	47.73	6.97	0.00	-30.43	-46.11	-41.07	44.89	-64.66	5.62	0.00	40.14	24.17	-54.24	122.21	25.81	4.08	0.00	57.76	27.51	-55.34	114.04	6.17	5.86	0.00	72.67	27.04	-69.44	60.27	29.31	0.38	0.00	80.58	27.70	-83.26	-88.85	-3.99	1.91	0.00	83.70	27.26	-94.39	77.48	3.62	1.39	0.00	97.53	28.38	-57.47	105.44	10.91	7.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.97	28.30	-9.89	86.97	0.58	7.72	0.00	-49.03	87.17	-39.99	131.08	47.72	6.65	0.00	-30.43	-46.11	-41.07	44.87	-64.66	6.58	0.00	40.18	24.16	-54.28	122.89	25.94	4.07	0.00	57.84	27.53	-55.26	114.00	6.24	6.75	0.00	72.66	26.99	-69.44	59.88	29.36	0.70	0.00	80.45	27.72	-83.31	-88.85	-4.00	1.56	0.00	83.72	27.23	-94.39	77.44	3.64	1.86	0.00	97.49	28.33	-57.48	105.30	11.12	6.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.98	28.30	-9.88	86.97	0.56	8.31	0.00	-49.03	87.17	-39.99	131.08	47.72	6.71	0.00	-30.43	-46.11	-41.07	44.86	-64.67	5.93	0.00	40.23	24.15	-54.33	123.54	26.06	3.29	0.00	57.85	27.54	-55.16	113.95	6.35	6.82	0.00	72.69	26.95	-69.45	59.46	29.41	0.04	0.00	80.37	27.76	-83.39	-88.84	-4.00	1.56	0.00	83.71	27.23	-94.42	77.41	3.68	1.22	0.00	97.51	28.30	-57.54	105.16	11.32	7.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.98	28.30	-9.88	86.97	0.55	7.60	0.00	-49.04	87.17	-39.98	131.08	47.71	7.16	0.00	-30.43	-46.10	-41.08	44.84	-64.67	5.89	0.00	40.29	24.15	-54.40	124.21	26.15	3.64	0.00	57.86	27.59	-55.09	113.89	6.53	6.54	0.00	72.70	26.94	-69.47	58.93	29.47	0.50	0.00	80.40	27.79	-83.45	-88.84	-3.99	1.01	0.00	83.63	27.23	-94.50	77.38	3.73	1.62	0.00	97.56	28.30	-57.67	105.00	11.49	7.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.98	28.30	-9.87	86.97	0.54	7.01	0.00	-49.04	87.17	-39.98	131.09	47.70	7.74	0.00	-30.44	-46.10	-41.08	44.83	-64.68	6.79	0.00	40.34	24.15	-54.48	124.90	26.21	2.69	0.00	57.89	27.67	-55.05	113.85	6.75	6.04	0.00	72.61	26.90	-69.53	58.30	29.52	0.56	0.00	80.48	27.78	-83.45	-88.84	-3.98	1.42	0.00	83.57	27.20	-94.55	77.35	3.72	0.85	0.00	97.59	28.31	-57.82	104.85	11.64	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.99	28.30	-9.87	86.97	0.53	7.96	0.00	-49.03	87.16	-39.98	131.09	47.70	7.55	0.00	-30.44	-46.10	-41.08	44.81	-64.68	6.59	0.00	40.36	24.15	-54.54	125.59	26.21	3.00	0.00	57.92	27.70	-54.98	113.79	6.95	6.29	0.00	72.43	26.84	-69.61	57.62	29.52	0.80	0.00	80.50	27.74	-83.44	-88.86	-3.99	2.55	0.00	83.57	27.15	-94.56	77.31	3.64	1.99	0.00	97.58	28.30	-57.90	104.70	11.77	7.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.99	28.31	-9.86	86.97	0.52	7.66	0.00	-49.03	87.16	-39.98	131.09	47.69	6.90	0.00	-30.44	-46.10	-41.08	44.80	-64.68	5.99	0.00	40.40	24.12	-54.56	126.25	26.20	2.55	0.00	57.92	27.66	-54.84	113.71	7.09	6.55	0.00	72.28	26.77	-69.68	56.97	29.42	0.68	0.00	80.44	27.70	-83.47	-88.89	-4.03	1.99	0.00	83.59	27.12	-94.57	77.29	3.54	2.26	0.00	97.53	28.27	-57.90	104.56	11.91	8.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.99	28.31	-9.86	86.97	0.52	6.91	0.00	-49.03	87.16	-39.97	131.09	47.69	6.63	0.00	-30.45	-46.10	-41.08	44.79	-64.68	5.55	0.00	40.46	24.07	-54.59	126.86	26.19	2.49	0.00	57.88	27.59	-54.68	113.64	7.20	5.01	0.00	72.25	26.74	-69.73	56.38	29.24	0.61	0.00	80.36	27.70	-83.55	-88.89	-4.04	1.76	0.00	83.53	27.10	-94.64	77.31	3.43	1.59	0.00	97.50	28.25	-57.86	104.43	12.03	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.98	28.31	-9.86	86.97	0.51	6.85	0.00	-49.02	87.16	-39.97	131.09	47.68	7.53	0.00	-30.45	-46.10	-41.09	44.78	-64.68	5.85	0.00	40.52	24.05	-54.66	127.47	26.21	1.95	0.00	57.87	27.58	-54.58	113.60	7.29	6.60	0.00	72.33	26.75	-69.75	55.79	29.09	0.82	0.00	80.32	27.72	-83.63	-88.89	-4.04	1.44	0.00	83.40	27.08	-94.73	77.34	3.33	1.33	0.00	97.49	28.24	-57.83	104.31	12.13	7.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.98	28.31	-9.85	86.97	0.51	6.94	0.00	-49.01	87.15	-39.97	131.10	47.68	6.79	0.00	-30.45	-46.10	-41.09	44.77	-64.68	5.13	0.00	40.53	24.08	-54.76	128.07	26.24	2.19	0.00	57.88	27.64	-54.56	113.57	7.40	6.21	0.00	72.41	26.77	-69.77	55.17	29.08	0.81	0.00	80.30	27.72	-83.66	-88.89	-4.03	0.80	0.00	83.33	27.06	-94.77	77.38	3.21	1.42	0.00	97.53	28.25	-57.87	104.20	12.21	8.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.97	28.32	-9.86	86.96	0.51	7.02	0.00	-49.01	87.15	-39.97	131.10	47.68	7.13	0.00	-30.46	-46.10	-41.09	44.77	-64.67	6.13	0.00	40.47	24.12	-54.85	128.70	26.26	1.55	0.00	57.86	27.70	-54.51	113.55	7.49	6.27	0.00	72.41	26.76	-69.77	54.47	29.27	1.87	0.00	80.26	27.68	-83.62	-88.91	-4.04	2.28	0.00	83.39	27.06	-94.72	77.41	3.08	0.91	0.00	97.59	28.25	-57.98	104.10	12.27	8.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.97	28.32	-9.86	86.96	0.51	6.52	0.00	-49.00	87.15	-39.97	131.10	47.67	7.16	0.00	-30.46	-46.10	-41.09	44.76	-64.67	6.62	0.00	40.41	24.12	-54.88	129.36	26.26	0.99	0.00	57.78	27.71	-54.41	113.53	7.54	6.72	0.00	72.30	26.71	-69.76	53.77	29.56	2.13	0.00	80.24	27.64	-83.54	-88.93	-4.06	1.74	0.00	83.50	27.08	-94.65	77.46	2.98	2.06	0.00	97.66	28.26	-58.10	104.01	12.32	7.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.96	28.32	-9.86	86.96	0.51	6.75	0.00	-48.99	87.14	-39.96	131.10	47.67	7.26	0.00	-30.46	-46.10	-41.09	44.76	-64.67	5.30	0.00	40.40	24.06	-54.91	130.02	26.22	1.61	0.00	57.68	27.69	-54.31	113.53	7.53	6.27	0.00	72.16	26.63	-69.72	53.17	29.84	0.54	0.00	80.30	27.64	-83.47	-88.95	-4.06	1.84	0.00	83.52	27.11	-94.60	77.52	2.90	1.32	0.00	97.70	28.26	-58.15	103.92	12.36	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.95	28.32	-9.86	86.96	0.51	7.44	0.00	-48.98	87.14	-39.96	131.11	47.67	7.08	0.00	-30.46	-46.10	-41.08	44.76	-64.66	5.33	0.00	40.43	23.98	-54.98	130.64	26.13	1.30	0.00	57.62	27.70	-54.26	113.52	7.46	5.92	0.00	72.08	26.54	-69.66	52.74	30.07	1.45	0.00	80.41	27.68	-83.43	-88.95	-4.04	1.87	0.00	83.47	27.11	-94.57	77.57	2.85	0.87	0.00	97.69	28.24	-58.13	103.80	12.41	8.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.94	28.32	-9.87	86.97	0.52	6.90	0.00	-48.98	87.14	-39.96	131.11	47.67	7.33	0.00	-30.46	-46.09	-41.08	44.76	-64.66	5.95	0.00	40.44	23.96	-55.07	131.21	26.03	1.62	0.00	57.59	27.71	-54.21	113.47	7.36	6.00	0.00	72.10	26.49	-69.59	52.46	30.29	0.39	0.00	80.49	27.72	-83.40	-88.94	-4.03	1.93	0.00	83.48	27.10	-94.50	77.62	2.80	0.61	0.00	97.66	28.20	-58.08	103.67	12.48	7.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.94	28.32	-9.87	86.97	0.52	9.14	0.00	-48.97	87.14	-39.96	131.11	47.67	7.16	0.00	-30.46	-46.09	-41.08	44.76	-64.65	5.86	0.00	40.35	23.98	-55.14	131.70	25.95	0.78	0.00	57.55	27.69	-54.09	113.36	7.26	5.67	0.00	72.18	26.48	-69.53	52.22	30.50	1.85	0.00	80.50	27.72	-83.37	-88.93	-4.05	0.42	0.00	83.61	27.11	-94.38	77.65	2.75	1.43	0.00	97.62	28.17	-58.07	103.53	12.55	8.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.93	28.32	-9.87	86.97	0.52	7.48	0.00	-48.96	87.13	-39.97	131.12	47.67	7.44	0.00	-30.46	-46.09	-41.08	44.76	-64.64	6.92	0.00	40.22	24.00	-55.16	132.15	25.90	0.41	0.00	57.48	27.67	-53.97	113.22	7.22	5.68	0.00	72.22	26.49	-69.50	51.93	30.69	1.58	0.00	80.47	27.69	-83.34	-88.91	-4.06	1.46	0.00	83.76	27.14	-94.29	77.67	2.73	1.03	0.00	97.59	28.14	-58.11	103.40	12.62	8.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
